Outcome,Prediction
1,0.18802604
1,0.13926932
0,0.12408903
0,0.2083276
1,0.11485625
0,0.13757311
0,0.23803696
0,0.10410694
0,0.0990994
1,0.15868545
1,0.20840465
0,0.15782315
0,0.15103981
0,0.22872594
0,0.12813663
1,0.15866883
0,0.24645655
0,0.22564723
0,0.1479512
0,0.2566908
0,0.14086176
0,0.25694907
0,0.22438902
0,0.20112005
0,0.21213974
1,0.16934782
0,0.14629607
0,0.1038773
0,0.15188044
1,0.22401087
0,0.19944991
0,0.18864956
1,0.10757654
0,0.17032151
0,0.19054584
0,0.17598724
1,0.09686757
0,0.13754946
1,0.19691698
1,0.116520904
1,0.15942602
0,0.21406792
0,0.17706276
0,0.1479224
0,0.21781754
1,0.19412608
0,0.21701273
0,0.23955306
0,0.22841683
1,0.26488617
1,0.16777788
0,0.14468242
1,0.21685715
1,0.14539737
0,0.15093082
1,0.1900778
1,0.124608174
0,0.1493631
0,0.10970305
0,0.15204768
0,0.10493209
1,0.1322938
0,0.1578431
0,0.11027858
1,0.21571863
0,0.11337337
0,0.11155302
1,0.124756396
0,0.23220095
1,0.20427312
0,0.151059
0,0.24923295
0,0.18144263
1,0.14506988
1,0.18027818
1,0.23105223
1,0.23727423
0,0.13123557
1,0.19998068
1,0.1493482
0,0.123231985
0,0.099345475
0,0.28743535
0,0.11434365
0,0.17440955
0,0.20909952
0,0.13692288
0,0.17842953
0,0.12593867
0,0.22622816
1,0.19810148
0,0.14401804
1,0.23270424
0,0.2273786
0,0.25579467
1,0.21960494
0,0.16914032
0,0.11516657
0,0.1606179
0,0.14749922
0,0.22829692
0,0.18509072
0,0.12691338
1,0.18215923
0,0.19993691
1,0.18722528
0,0.099354945
0,0.25003204
0,0.19799122
0,0.13349214
0,0.26323977
1,0.19555035
0,0.20879436
0,0.20513251
0,0.10171708
1,0.24658555
1,0.114997365
1,0.22682115
0,0.10492363
0,0.15611868
0,0.16301903
0,0.20946085
0,0.1084782
1,0.23395744
1,0.17672016
0,0.24423882
0,0.11427998
0,0.118959986
1,0.122238256
0,0.23702851
1,0.12947243
0,0.13287163
1,0.13340229
0,0.2411237
1,0.17746252
1,0.23727259
0,0.14672355
0,0.24150114
1,0.252167
1,0.10478542
0,0.14504822
1,0.15287916
1,0.2203934
0,0.124931976
1,0.17223059
0,0.12647225
0,0.23657593
1,0.2540567
1,0.11994942
0,0.2508088
1,0.15779506
0,0.12077739
0,0.13760598
1,0.22988729
0,0.15310845
1,0.16963066
0,0.12705293
1,0.19689894
0,0.1722943
0,0.27037278
0,0.2452051
0,0.10691892
0,0.1953762
0,0.22836263
1,0.11524224
0,0.15375787
0,0.15045759
0,0.19715428
0,0.13582875
0,0.22097029
0,0.21964017
0,0.18352745
1,0.2625298
1,0.2270566
0,0.21088496
1,0.22736606
0,0.22289312
0,0.11192963
1,0.27726847
1,0.20537266
0,0.18857472
1,0.23578031
0,0.19981728
0,0.17950949
0,0.20465913
0,0.19112374
1,0.17885412
0,0.24137983
0,0.15898854
1,0.13453932
0,0.21657461
1,0.22719012
0,0.13637085
0,0.13176124
0,0.22091343
1,0.25835764
1,0.15594222
0,0.18903477
0,0.12938143
0,0.18301612
1,0.19353257
0,0.17636856
0,0.12188779
0,0.16709326
0,0.13259238
0,0.09763364
1,0.23365958
0,0.10913479
1,0.16113944
1,0.18515989
0,0.1944166
0,0.15421651
0,0.23458189
1,0.22522885
0,0.20668034
1,0.09363712
0,0.1258556
0,0.09297234
0,0.21588272
0,0.09078782
0,0.1334109
0,0.18545572
1,0.227232
0,0.15128136
0,0.10851386
0,0.19152029
1,0.09599155
1,0.22076778
0,0.11337088
1,0.24573846
0,0.22273345
0,0.21086717
0,0.24110411
0,0.17795837
0,0.18836462
0,0.10689864
0,0.22686946
0,0.17438152
1,0.24566168
0,0.20883545
1,0.12351197
0,0.14495933
0,0.22367181
0,0.16572353
1,0.13225995
0,0.1446062
0,0.17159544
0,0.22649725
1,0.1305004
1,0.23271072
1,0.1919438
1,0.2453692
0,0.09313937
1,0.20277481
0,0.10896081
0,0.17022055
1,0.102394864
1,0.21282579
1,0.19459051
1,0.23549448
0,0.15522827
0,0.2309165
0,0.15283124
1,0.24595246
0,0.13876481
0,0.09276604
1,0.13614261
1,0.16683213
0,0.26593268
0,0.25439996
1,0.113856494
0,0.21954899
1,0.2650213
1,0.11888598
1,0.17091182
1,0.10173344
1,0.11187865
0,0.19303742
1,0.03741397
0,0.03512225
1,0.23911543
1,0.35131222
0,0.04671492
0,0.038629193
0,0.060935434
0,0.047767032
1,0.032165695
0,0.18665315
1,0.037755057
0,0.07789979
0,0.3132337
1,0.39285803
0,0.14697744
0,0.24413967
0,0.058763735
1,0.3642865
0,0.17629409
0,0.3361257
0,0.3797756
0,0.16339548
0,0.030854743
0,0.039802346
1,0.3067116
0,0.35523504
1,0.040541194
0,0.055620868
0,0.04399487
0,0.050231718
0,0.36638492
0,0.038055126
1,0.39838624
0,0.036438033
0,0.042299163
0,0.03223386
0,0.035905432
0,0.2111601
0,0.048892878
0,0.03839914
0,0.05539717
0,0.37719032
0,0.07131281
1,0.034814123
1,0.322912
0,0.19081792
1,0.2770601
0,0.056440562
0,0.035616342
1,0.04085218
0,0.055815898
1,0.09643055
0,0.04189116
1,0.23444833
1,0.038711853
0,0.04506537
1,0.34030512
0,0.0535078
1,0.22225574
0,0.11392085
0,0.1702192
0,0.30357957
1,0.26827598
1,0.031700015
0,0.04706654
0,0.028722478
0,0.033835046
0,0.032059193
0,0.24198446
0,0.052860163
0,0.040058687
0,0.045239467
0,0.033737987
0,0.35945573
0,0.039320197
1,0.082114965
1,0.06948809
0,0.21287201
0,0.055262323
0,0.18895583
1,0.0793701
0,0.19948019
0,0.07955595
0,0.031894352
1,0.26789644
0,0.029960832
0,0.0385811
0,0.047353588
1,0.22911808
1,0.14943445
0,0.038239975
1,0.33387697
1,0.03628508
0,0.36433148
1,0.3572661
0,0.07259207
0,0.04439031
1,0.36831063
0,0.27941754
0,0.38532948
0,0.038002133
0,0.06540816
1,0.15178373
1,0.04150573
0,0.22041689
1,0.37485608
1,0.18311378
0,0.045288604
1,0.25901353
0,0.30628023
1,0.18402061
1,0.13469876
1,0.03191983
1,0.23582052
1,0.16524972
0,0.031343654
0,0.2026639
1,0.23239844
1,0.15852283
1,0.18982616
1,0.19036484
0,0.03440789
0,0.35622656
0,0.050995577
0,0.35080436
0,0.03511309
1,0.116130814
0,0.18374783
0,0.046395116
1,0.30047178
0,0.03477412
0,0.031459
0,0.039959732
0,0.037592053
1,0.28113055
1,0.32433382
1,0.10525185
0,0.07649826
1,0.08851257
1,0.034807846
0,0.03436415
0,0.041006163
0,0.049315862
0,0.038867354
1,0.12779012
0,0.03715972
0,0.036141224
0,0.034450512
0,0.36847034
1,0.028495232
0,0.03215812
0,0.04379509
0,0.20346086
0,0.050768886
0,0.053597078
0,0.04149752
1,0.03607856
0,0.035834488
1,0.38254425
1,0.10102596
0,0.35401273
1,0.12265328
0,0.3966589
0,0.08508022
0,0.053193573
1,0.3523949
0,0.04281974
0,0.03900127
0,0.048487272
0,0.041365825
0,0.4005599
0,0.3008308
0,0.043116674
0,0.09205332
0,0.035416808
0,0.029600533
1,0.37162155
1,0.37524652
0,0.28331065
0,0.03696147
0,0.03095235
0,0.030233504
0,0.39222446
0,0.08208677
1,0.08941981
0,0.029349387
1,0.038395833
0,0.03321927
1,0.032335922
0,0.050467215
0,0.30618778
1,0.2643522
0,0.29981908
0,0.039158385
0,0.047125474
0,0.21056972
0,0.21612778
0,0.11300205
0,0.34853813
0,0.15246281
1,0.03635175
0,0.11901233
0,0.039339386
1,0.21139228
1,0.029116722
0,0.029203886
0,0.13198459
0,0.38106954
0,0.09353778
0,0.0770224
0,0.082537696
1,0.03217305
1,0.040019874
0,0.09293791
0,0.3829046
0,0.20519492
1,0.2729594
0,0.28491956
1,0.3132894
1,0.033601057
0,0.2709427
0,0.044043116
1,0.14059085
0,0.035115883
1,0.32774585
1,0.34050387
0,0.033087585
0,0.031158524
1,0.36889538
1,0.049902473
0,0.13612998
0,0.08043733
1,0.34015438
0,0.039485533
1,0.039959494
0,0.3679197
0,0.042021666
0,0.07207941
1,0.049831707
1,0.1635427
0,0.04409657
0,0.20379521
0,0.103361584
1,0.07432295
0,0.326833
0,0.14399461
0,0.35953432
0,0.11357942
0,0.048204582
0,0.02809911
0,0.033089425
0,0.3605754
1,0.21900323
0,0.032472998
1,0.034470573
0,0.03948093
1,0.2579242
0,0.36762863
1,0.038215484
0,0.063699275
1,0.059782423
1,0.044366486
0,0.03826111
0,0.08956345
1,0.057575323
0,0.08331493
0,0.03166031
0,0.3522469
1,0.24404381
0,0.17035559
0,0.037296917
1,0.35982427
0,0.22775003
0,0.33288848
1,0.30635965
0,0.032646753
0,0.038219236
1,0.06121063
0,0.136139
0,0.030988043
0,0.19676015
0,0.094746985
1,0.037635792
0,0.039527457
0,0.045410704
1,0.2937569
1,0.12482665
0,0.02857401
0,0.045169096
0,0.043866843
1,0.06309159
0,0.27625
0,0.058484595
0,0.04021176
0,0.38050684
0,0.08141421
0,0.09265868
0,0.043433763
1,0.10089562
1,0.064532705
1,0.03605982
0,0.039837282
0,0.030275328
0,0.04083461
0,0.17840016
0,0.031670712
1,0.39814284
0,0.0812306
0,0.029955678
1,0.3001277
1,0.036171578
1,0.06400359
1,0.37893322
1,0.10521244
0,0.33119088
1,0.037950177
0,0.11336749
0,0.33995646
0,0.03127668
0,0.036551356
0,0.031680748
0,0.04352672
0,0.15792952
1,0.044340663
0,0.051806685
0,0.34650132
1,0.37427834
1,0.27171758
0,0.048515014
1,0.38340017
0,0.2774618
0,0.044854604
0,0.048968002
0,0.040401593
0,0.14090441
1,0.29097342
0,0.029759558
1,0.15942676
0,0.032780908
1,0.39529297
0,0.031111848
0,0.034027655
0,0.039178453
0,0.03700976
0,0.08704133
1,0.35235873
0,0.032761525
1,0.36939073
0,0.18630414
1,0.034124568
0,0.3114691
1,0.21916991
1,0.29107988
1,0.056121007
0,0.03366664
1,0.30021808
0,0.07241376
0,0.041019414
1,0.13899216
0,0.073184446
0,0.06774106
0,0.03203442
0,0.031872462
1,0.029296523
0,0.08587189
1,0.27336085
0,0.03144753
0,0.18797417
0,0.045193233
0,0.203328
0,0.07431316
0,0.07117057
1,0.043084193
0,0.03042928
0,0.03315445
1,0.031507805
0,0.03080657
0,0.047255922
0,0.2542857
0,0.03697869
0,0.03873296
0,0.058400407
1,0.20795822
0,0.04848868
0,0.13783945
1,0.37464944
1,0.11188882
1,0.0365785
0,0.15849473
0,0.0807205
0,0.02769957
1,0.27903837
0,0.12292181
1,0.19304202
0,0.21706586
0,0.079574205
0,0.24943079
0,0.043254618
0,0.04280369
1,0.11935155
0,0.19839144
0,0.33554304
1,0.09973648
0,0.039828364
1,0.26964885
1,0.32918823
0,0.100041315
0,0.24183281
0,0.33937174
1,0.40197605
0,0.046298135
0,0.3558674
0,0.09869918
0,0.15397921
0,0.034919698
0,0.3635412
0,0.11277608
1,0.3798105
1,0.032588787
0,0.38085234
1,0.3519885
0,0.3447142
1,0.36359996
0,0.3400599
0,0.3207198
0,0.037024856
1,0.27941126
0,0.027333302
0,0.14962249
1,0.03588106
1,0.102691494
0,0.35466146
1,0.11185565
1,0.033040524
0,0.077904366
0,0.10849708
0,0.38565102
0,0.03310662
0,0.02820469
1,0.03580939
1,0.054960463
0,0.027764631
0,0.06951047
0,0.09849991
1,0.3411172
0,0.057254978
0,0.03274876
1,0.306263
0,0.03688094
0,0.14186047
0,0.033999063
0,0.35332322
0,0.26144865
0,0.32700875
0,0.04387469
0,0.26651084
0,0.030108985
1,0.29555014
1,0.13697228
1,0.26514912
0,0.03909514
0,0.36738828
0,0.03639897
0,0.03346207
0,0.038833268
0,0.037155077
1,0.32748157
1,0.035425995
0,0.033342786
1,0.040408276
0,0.25005016
0,0.3136779
1,0.21147926
0,0.3040774
0,0.13205041
0,0.16806039
0,0.10720163
1,0.036814623
0,0.046135217
1,0.18998504
0,0.24595119
0,0.1122337
0,0.17339496
1,0.35715467
0,0.03462904
1,0.37211946
1,0.03522301
0,0.032261997
0,0.04167192
0,0.0767465
1,0.36700252
0,0.33999255
0,0.16411167
1,0.2284192
0,0.21829036
0,0.030060215
0,0.047656562
1,0.3053294
0,0.028897155
0,0.37548038
1,0.29961956
0,0.101361975
1,0.14919367
0,0.24976331
1,0.09584608
0,0.10898299
0,0.098347984
0,0.27954993
0,0.08709662
1,0.25156957
1,0.1005072
0,0.10018982
1,0.28420338
0,0.20185287
0,0.2375853
1,0.34625822
1,0.09408446
0,0.24013497
0,0.1005645
0,0.3414992
0,0.31239867
0,0.110989474
0,0.08329458
0,0.11234254
0,0.23010132
1,0.23139904
0,0.103462055
0,0.18630931
1,0.31386518
1,0.21702635
0,0.2784151
0,0.08498577
1,0.2065351
0,0.11032279
0,0.20117411
0,0.3225938
1,0.09574767
1,0.3670297
1,0.20418555
0,0.09370752
0,0.17792241
1,0.32081068
0,0.23704973
0,0.11133988
0,0.16262776
0,0.27368185
0,0.18179214
0,0.10451076
0,0.09937718
0,0.23272492
1,0.10944616
1,0.17568083
0,0.110258125
0,0.3339052
0,0.13632439
0,0.2900235
0,0.2989823
1,0.31369543
1,0.24745892
1,0.28010738
0,0.33999744
0,0.32272056
1,0.33156544
0,0.10006989
0,0.12162619
0,0.09960681
1,0.17391145
0,0.09286142
1,0.34560636
1,0.16134633
0,0.083388254
0,0.13157603
0,0.10832655
0,0.28147805
1,0.3000127
0,0.2025843
0,0.14678939
1,0.23882021
0,0.10161286
0,0.20745051
0,0.107849635
1,0.09327287
1,0.1308983
0,0.10039495
0,0.29166552
0,0.096813224
0,0.09843936
0,0.3144892
0,0.20376198
0,0.23865145
0,0.29542118
1,0.33018503
1,0.13769007
0,0.11963348
0,0.31112236
0,0.28246924
0,0.09143818
0,0.33325374
0,0.2744642
0,0.20678008
1,0.10490402
0,0.282866
0,0.09151953
1,0.08412864
1,0.21630476
1,0.33242807
1,0.22056943
0,0.08392502
1,0.1036216
0,0.27836168
0,0.31683767
0,0.077366605
1,0.09123216
0,0.121461645
1,0.33786622
1,0.10405091
1,0.23569325
0,0.30217305
0,0.11132838
1,0.30143863
1,0.16647273
0,0.110721596
0,0.25646305
1,0.34600395
0,0.15937333
0,0.09267571
0,0.1685668
1,0.24599606
1,0.15742366
1,0.21044709
0,0.09216304
0,0.09861201
0,0.120349765
1,0.17618397
1,0.22076885
0,0.1556275
1,0.30490783
1,0.1299276
0,0.21563017
0,0.33924136
0,0.07797759
0,0.1733641
0,0.30302355
0,0.09238715
0,0.2876903
1,0.11969328
1,0.09627696
0,0.10283818
0,0.30689052
0,0.17450082
0,0.10080304
0,0.20105036
0,0.27321544
0,0.09645315
0,0.1698185
1,0.12201118
1,0.08323122
0,0.18492946
1,0.28671497
0,0.16442557
0,0.28537768
1,0.3051862
0,0.24176149
0,0.29203072
0,0.31175575
0,0.109122954
0,0.14612386
1,0.20402722
1,0.25802293
0,0.09958784
1,0.29814947
0,0.10194314
0,0.11249397
0,0.10182146
1,0.08719845
0,0.09768947
1,0.2307123
0,0.24275316
0,0.21777885
0,0.14445806
0,0.10981499
1,0.14409356
0,0.13559477
0,0.114775345
0,0.081812575
0,0.093102716
0,0.0836495
0,0.09864986
0,0.0941961
0,0.33258504
0,0.102595635
1,0.22776252
0,0.10845142
0,0.15475158
0,0.09837051
1,0.17800161
0,0.2566651
1,0.100045815
1,0.27446234
0,0.30359894
0,0.10469466
1,0.3488428
0,0.09456616
0,0.34310699
0,0.19831306
1,0.1039405
0,0.13559426
1,0.30519465
0,0.32105172
1,0.16769426
0,0.09310249
0,0.11541841
0,0.105499394
1,0.11519387
0,0.17495027
1,0.29365745
0,0.120313264
0,0.10876002
1,0.1580196
1,0.09937073
1,0.2689622
0,0.11838319
1,0.1833776
0,0.10184735
0,0.14132226
1,0.19313559
1,0.08952889
1,0.08358453
1,0.28828436
0,0.0963527
0,0.10378497
1,0.14953594
0,0.27491525
0,0.1302377
0,0.1986206
0,0.3158592
0,0.10529133
0,0.11313948
1,0.28329176
0,0.32239544
0,0.113462396
1,0.30746546
0,0.10810578
0,0.30774996
1,0.33201018
0,0.33985877
1,0.33605105
0,0.28689298
0,0.122073814
1,0.10553045
0,0.12628578
1,0.3333713
0,0.14825036
1,0.11851092
1,0.09528079
0,0.106631964
1,0.31101996
1,0.30388123
0,0.10538391
0,0.10484607
0,0.32164896
1,0.10855941
0,0.11221492
0,0.14051752
0,0.15817425
0,0.100069046
1,0.3242283
0,0.25702772
1,0.3112598
0,0.35045743
0,0.18216126
1,0.27401325
0,0.18964323
0,0.2799727
0,0.26468593
0,0.103496656
0,0.12539521
1,0.3063042
1,0.10284469
0,0.13454184
0,0.08771132
0,0.1954372
0,0.10818134
0,0.11957628
1,0.115813516
0,0.09839578
1,0.21040526
0,0.08773181
0,0.112986036
1,0.11238278
0,0.30375397
1,0.29077038
1,0.0978543
0,0.18552417
1,0.13019885
0,0.10550758
1,0.23451486
0,0.31154555
1,0.24348307
0,0.104185514
1,0.2527352
1,0.12076482
0,0.089288235
1,0.09984288
0,0.21883217
0,0.106479846
1,0.29377785
1,0.3197938
0,0.09444026
0,0.16647677
1,0.08121139
0,0.25955492
1,0.28474823
0,0.124155566
1,0.21775061
1,0.2749156
0,0.22342749
0,0.34142682
1,0.14184003
0,0.10174601
0,0.11335544
0,0.14181185
1,0.25930232
0,0.32816988
0,0.1119132
0,0.16197994
1,0.32896927
0,0.23702918
0,0.081248075
0,0.25670898
1,0.13704868
0,0.10876964
0,0.23489003
0,0.1845732
0,0.2409058
1,0.33494794
0,0.09605703
1,0.3330937
0,0.08558418
0,0.28076172
0,0.09569417
0,0.18107063
0,0.09173121
0,0.21493274
0,0.08504007
0,0.23125887
0,0.13447438
0,0.28456786
0,0.103116296
1,0.11052613
1,0.09689967
1,0.33226204
1,0.12886563
1,0.19800939
0,0.077814266
0,0.27861324
0,0.12385618
0,0.18467316
1,0.22736324
1,0.19766265
0,0.1673648
1,0.08873028
0,0.1039238
0,0.09920078
0,0.29100224
0,0.12660113
0,0.09694527
1,0.14994183
0,0.30006653
1,0.28438982
0,0.10534056
0,0.33308467
1,0.10047419
1,0.10370818
1,0.121318154
0,0.16742817
0,0.093714766
1,0.1522306
0,0.109731644
1,0.334639
0,0.10805904
0,0.2734054
1,0.19715169
0,0.098763034
1,0.1999114
1,0.3200773
0,0.10378781
0,0.13639477
0,0.2530367
0,0.31155756
0,0.10071531
0,0.2583915
0,0.2228839
1,0.3267829
0,0.24985527
0,0.33546573
0,0.30153424
1,0.27334064
0,0.18564676
1,0.09717202
0,0.33525974
1,0.20863956
0,0.23901702
0,0.17478095
1,0.1689276
0,0.17330548
0,0.27945796
1,0.31729537
0,0.2807262
0,0.3234353
0,0.11277093
0,0.12483935
0,0.26658177
0,0.28919488
1,0.12712023
0,0.14612503
0,0.28273955
0,0.3360824
0,0.13261037
1,0.25060612
1,0.10284329
0,0.15598844
1,0.22074392
0,0.2632509
1,0.116102524
0,0.09773332
1,0.08280255
1,0.081424795
1,0.32378948
0,0.096858434
0,0.14815071
1,0.3465628
0,0.27909875
0,0.12588388
0,0.30549252
0,0.32903397
1,0.32102162
0,0.10970318
0,0.08902685
0,0.08607164
0,0.20029856
0,0.08103113
0,0.111216225
1,0.29329258
0,0.34211633
0,0.2754781
0,0.102181666
1,0.219042
0,0.09159783
0,0.26825947
0,0.0879917
0,0.25083172
1,0.29027072
1,0.33197528
1,0.27602476
0,0.2994235
0,0.11248603
0,0.08762676
0,0.3357421
0,0.1555425
1,0.33283424
0,0.26913488
0,0.10476326
0,0.2261127
0,0.28457993
0,0.12840378
0,0.11643148
1,0.10756958
1,0.10131379
1,0.2720584
0,0.09632917
0,0.20030294
1,0.23868653
1,0.33713415
0,0.09031104
0,0.19308901
1,0.095880724
0,0.18303798
0,0.09574564
0,0.319321
0,0.1532852
0,0.31835118
1,0.16291003
0,0.205626
0,0.10963251
0,0.2899028
1,0.114281915
0,0.085811265
0,0.10077431
0,0.21524465
0,0.27829674
0,0.2939269
0,0.11751946
1,0.15950508
0,0.3239576
0,0.101952
0,0.12562071
0,0.09842067
0,0.08359151
1,0.17163464
1,0.26440904
0,0.045475166
1,0.2753353
1,0.3245901
0,0.060203873
0,0.09012834
0,0.05675186
1,0.31702724
1,0.0662335
0,0.17371646
0,0.07424166
0,0.076551154
0,0.110676706
0,0.25099778
0,0.31596175
0,0.09352532
0,0.058066633
1,0.22872493
0,0.07178215
0,0.11087235
0,0.23469362
0,0.064278886
1,0.06385333
1,0.07542026
0,0.2667591
1,0.34446642
0,0.07755095
1,0.07044337
0,0.12775202
0,0.097771
1,0.34450668
1,0.066145115
0,0.16432454
0,0.06881598
1,0.22960036
0,0.33169287
1,0.0978955
1,0.35423154
0,0.07148914
0,0.053387668
0,0.08242666
0,0.3236083
0,0.19895019
0,0.07964931
0,0.117984526
1,0.3316676
0,0.1593803
1,0.079694465
0,0.07898721
1,0.08026241
0,0.063966095
0,0.20979322
0,0.08530693
1,0.33519894
0,0.06628911
0,0.117947444
0,0.13481618
0,0.23670396
1,0.15240484
0,0.18689
1,0.3318453
1,0.34921825
1,0.27887338
0,0.050577242
0,0.060547378
0,0.08865472
0,0.06151022
1,0.04933823
1,0.15595566
0,0.14806858
0,0.058660265
0,0.24887608
1,0.055747442
0,0.31584123
1,0.08019439
0,0.29840845
0,0.07512016
0,0.09403313
0,0.06710929
0,0.28939036
0,0.072615474
0,0.05730344
1,0.06725585
0,0.08807794
0,0.1138993
0,0.07296938
0,0.05745182
1,0.3213136
1,0.32053828
0,0.15887262
1,0.29676676
0,0.31240317
0,0.06582813
0,0.07507786
1,0.09529558
0,0.3589526
1,0.055837348
0,0.34883234
0,0.31503522
0,0.25204656
0,0.048219774
0,0.17473875
0,0.050773792
0,0.060563307
0,0.27493343
0,0.124136105
0,0.1963069
0,0.059641562
0,0.05986537
0,0.185903
0,0.07068131
1,0.062014695
0,0.066962235
1,0.05107779
1,0.35955057
1,0.059964728
0,0.26221466
0,0.291722
0,0.05716418
1,0.35794052
1,0.1847832
0,0.06043604
0,0.18220218
0,0.36208656
0,0.2046805
0,0.06258882
1,0.08171105
1,0.08921351
0,0.14000513
0,0.13857065
0,0.073344745
0,0.08816275
0,0.0705709
0,0.08172411
0,0.27966383
0,0.17069007
0,0.085754916
0,0.049723
0,0.19313282
0,0.13488545
0,0.07740691
0,0.13985622
1,0.3475179
0,0.054876804
0,0.37833294
0,0.20986126
1,0.052283533
0,0.056757826
0,0.20669825
0,0.0537425
1,0.09264561
0,0.10951067
0,0.19551015
0,0.053632934
1,0.072065495
0,0.06261841
0,0.063913375
0,0.07852416
0,0.32990766
1,0.110180594
0,0.30018708
0,0.33000475
0,0.25242162
0,0.1846649
0,0.23740138
1,0.075000316
0,0.054398827
0,0.102956034
1,0.19762138
0,0.074003555
0,0.34815928
0,0.059824917
0,0.06806625
0,0.053640436
0,0.048889086
0,0.06888617
0,0.17600165
1,0.25701818
0,0.12427988
0,0.061083943
0,0.053785533
0,0.052789964
0,0.23661095
1,0.051573325
0,0.052742984
1,0.074733585
1,0.06695575
1,0.06530036
1,0.068569556
0,0.33857307
0,0.06333721
1,0.11418648
0,0.06086402
0,0.06842786
0,0.06617932
1,0.17547509
0,0.14224027
0,0.063744076
0,0.2792817
0,0.24976711
0,0.067655586
1,0.136482
1,0.062494155
0,0.27033037
1,0.07189244
0,0.081992835
1,0.073998556
1,0.116976164
1,0.09112154
0,0.071857624
0,0.057994653
1,0.102442965
0,0.09122611
0,0.07018744
0,0.13960123
1,0.26595977
1,0.07327675
0,0.08804571
0,0.1502839
0,0.08248252
0,0.1991439
0,0.06915736
1,0.22793777
0,0.068176456
0,0.08859164
0,0.17891863
0,0.049665265
0,0.053971127
0,0.272272
1,0.059887055
0,0.05244269
0,0.1819963
0,0.2523547
0,0.060256165
1,0.054718036
0,0.33880648
0,0.073078044
0,0.052868053
1,0.14906868
1,0.21634741
0,0.080368176
1,0.2528376
0,0.0632499
1,0.35622662
0,0.12461274
0,0.22155942
1,0.29234013
0,0.09094785
0,0.045668837
0,0.05780192
0,0.08875852
