Outcome,Prediction
0,0.4875241
1,0.48305473
0,0.47958535
0,0.4814771
1,0.476134
0,0.4772385
0,0.48486272
1,0.48216236
1,0.4792811
0,0.47963297
0,0.4870107
1,0.47900873
0,0.4796953
0,0.48534805
0,0.48169777
0,0.47960538
1,0.48072532
1,0.4848197
0,0.48636684
0,0.4820482
0,0.4824599
0,0.48449337
1,0.48312753
0,0.48479065
0,0.48278216
0,0.4845317
0,0.48454872
0,0.47851968
0,0.48629212
0,0.48246035
0,0.48203963
0,0.48769152
1,0.48189586
0,0.47919205
0,0.4792617
0,0.4874856
1,0.48230395
0,0.48022807
0,0.48831785
1,0.4777701
0,0.48715153
0,0.4801829
0,0.4831236
1,0.47860247
0,0.48085508
1,0.4823746
1,0.4898387
1,0.47841647
0,0.48478687
0,0.48203188
0,0.48204732
0,0.48821342
1,0.47556195
0,0.486352
0,0.4879084
0,0.4836316
1,0.4850395
1,0.4884838
0,0.478586
1,0.48350734
1,0.48141012
0,0.47975302
1,0.4818003
1,0.48106652
0,0.4828253
0,0.48015314
0,0.4804437
0,0.48059657
1,0.47878408
0,0.47556877
0,0.48133066
1,0.4841671
0,0.47880778
0,0.48552436
1,0.48303702
0,0.48435536
1,0.4884913
0,0.47417662
0,0.48608866
0,0.48392004
1,0.4764245
1,0.48282033
1,0.48260784
1,0.4850251
0,0.48041582
1,0.48546132
1,0.4804592
0,0.4830266
0,0.48355228
0,0.48668745
0,0.4811236
0,0.47979376
0,0.4838947
0,0.47718364
0,0.48130852
0,0.48489994
0,0.4793957
1,0.48159382
0,0.4849407
1,0.48334807
0,0.48146465
0,0.48741704
1,0.4850622
0,0.48517603
0,0.4848062
0,0.48080695
0,0.48151994
0,0.48459914
0,0.4812019
0,0.4861417
1,0.48010585
0,0.48098683
1,0.47701952
0,0.48312366
0,0.48287582
0,0.47727445
0,0.48351827
0,0.48791152
1,0.4819869
0,0.47719952
0,0.48568714
0,0.48556128
1,0.48224902
1,0.4780965
1,0.48005134
0,0.47757584
0,0.48093727
0,0.4872732
0,0.48579356
0,0.48050013
1,0.48697463
1,0.48314926
0,0.48510975
0,0.48122796
0,0.48154315
1,0.4847211
0,0.4858878
1,0.48181167
0,0.47713637
1,0.48710427
0,0.4818239
1,0.48319712
1,0.48680207
0,0.48602358
0,0.48877305
1,0.48183948
1,0.4862044
0,0.48182938
1,0.48028997
1,0.48279694
0,0.48266616
1,0.48563975
0,0.48534337
0,0.48392412
1,0.4869657
1,0.48029745
0,0.48965394
1,0.4843893
0,0.4807635
0,0.48224765
1,0.4856117
0,0.4826512
1,0.48722288
0,0.4832431
1,0.48678383
0,0.48337516
0,0.48614275
0,0.48474252
0,0.48685348
0,0.48087764
0,0.47910395
1,0.4791059
0,0.4819927
0,0.47736937
0,0.48162538
0,0.48021257
0,0.48986775
0,0.48759678
0,0.47687507
1,0.4851781
1,0.48141438
0,0.48259208
1,0.4835919
0,0.48226762
0,0.48095474
1,0.48936003
1,0.48497248
0,0.48645926
1,0.48607376
0,0.4833775
0,0.4821992
0,0.48613322
0,0.47935295
1,0.48389044
0,0.48609996
0,0.48352203
1,0.4827947
0,0.48417762
1,0.48970342
0,0.48678455
0,0.48028135
0,0.48209214
1,0.49051487
1,0.48481575
0,0.48438817
0,0.48126504
0,0.48728567
1,0.4835083
0,0.48298094
0,0.4816957
0,0.48571506
0,0.4765605
0,0.47957233
1,0.4906487
0,0.48331717
1,0.478567
1,0.4843374
0,0.48128724
0,0.48151723
0,0.48866823
1,0.48048604
0,0.47982508
1,0.48624876
0,0.47987723
0,0.48300356
0,0.48592463
0,0.4729343
0,0.48330858
0,0.49015602
1,0.48643804
0,0.47996774
0,0.47718155
0,0.483115
1,0.4807712
1,0.48519042
0,0.48257446
1,0.4889159
0,0.48434803
0,0.4822493
0,0.48672637
0,0.4815976
0,0.48824704
0,0.48417932
0,0.48420098
0,0.4831729
1,0.4894731
0,0.48905224
1,0.47886243
0,0.48137245
0,0.48262388
0,0.48309654
1,0.47948274
0,0.4791003
0,0.48601374
0,0.48002484
1,0.47960904
1,0.4874529
1,0.48113838
1,0.48703125
0,0.4786241
1,0.48336926
0,0.47793883
0,0.4801428
1,0.484102
1,0.48708403
1,0.48231727
1,0.48088643
0,0.4819307
0,0.48104444
0,0.4769639
1,0.4852295
0,0.4844556
0,0.4714155
1,0.4819646
1,0.47512415
0,0.48571992
0,0.4876362
1,0.47759965
0,0.4868626
1,0.4859579
1,0.48234615
1,0.48641536
1,0.4835689
1,0.48325306
0,0.48058927
1,0.49362028
0,0.49119318
1,0.51142955
1,0.50737846
0,0.5120896
0,0.51534915
0,0.5101089
0,0.50237507
1,0.5088684
0,0.49728143
1,0.50432116
0,0.51590455
0,0.4963715
1,0.51115066
0,0.5115471
0,0.5025388
0,0.5118646
1,0.5069474
0,0.51212615
0,0.49186727
0,0.5110765
0,0.50878334
0,0.50891787
0,0.5115844
1,0.51388806
0,0.5070835
1,0.50632864
0,0.51203275
0,0.49189153
0,0.50162077
0,0.51169676
0,0.51275456
1,0.51177114
0,0.49407673
0,0.49220592
0,0.50970364
0,0.50674707
0,0.49974358
0,0.495773
0,0.5035407
0,0.506472
0,0.5109738
0,0.50316024
1,0.51492137
1,0.5059609
0,0.5097082
1,0.5089541
0,0.51317865
0,0.51224715
1,0.5025479
0,0.50348186
1,0.4926614
0,0.5038169
1,0.49723208
1,0.51382905
0,0.48604655
1,0.5106867
0,0.50863487
1,0.4919039
0,0.50719035
0,0.5083328
0,0.51882833
1,0.508447
1,0.49841255
0,0.5105602
0,0.5125374
0,0.5150534
0,0.50168425
0,0.49414173
0,0.51135564
0,0.5143995
0,0.5044217
0,0.49713013
0,0.51128733
0,0.51419824
1,0.5060664
1,0.5014662
0,0.5005588
0,0.51834935
0,0.4997556
1,0.5133321
0,0.51486415
0,0.5057879
0,0.51162046
1,0.49174765
0,0.5125507
0,0.5191814
0,0.4993937
1,0.51153654
1,0.5050785
0,0.4981222
1,0.5125547
1,0.51299393
0,0.51465863
1,0.49483207
0,0.50350565
0,0.5112446
1,0.50145197
0,0.5004767
0,0.5089799
0,0.5024757
0,0.48643374
1,0.50701857
1,0.51442754
0,0.51345587
1,0.5060178
1,0.49164382
0,0.49726912
1,0.5155402
0,0.5067857
1,0.49928033
1,0.51700443
1,0.51977736
1,0.49426827
1,0.49983448
0,0.5087167
0,0.5144128
1,0.5184017
1,0.5100904
1,0.5093783
1,0.5060014
0,0.49843714
0,0.5064615
0,0.49973252
0,0.49724203
0,0.5151995
1,0.5069992
0,0.4939229
0,0.49414688
1,0.49201477
0,0.51647204
0,0.5161644
0,0.5062583
0,0.49035695
1,0.5071721
1,0.5173611
1,0.4948575
0,0.49468663
1,0.49872607
1,0.49173343
0,0.5135236
0,0.49112335
0,0.518656
0,0.50615233
1,0.49791214
0,0.5037376
0,0.4933954
0,0.5061308
0,0.5067583
1,0.4912038
0,0.5119203
0,0.49270225
0,0.5044178
0,0.5074456
0,0.49073216
0,0.5112551
1,0.50959766
0,0.49697644
1,0.514256
1,0.49512494
0,0.50879717
1,0.49860385
0,0.51129794
0,0.5036495
0,0.50314885
1,0.51395357
0,0.5095127
0,0.48491898
0,0.4943048
0,0.5048605
0,0.51415217
0,0.5151474
0,0.5167335
0,0.5139468
0,0.49924037
0,0.51203364
1,0.5096288
1,0.5044976
0,0.51710397
0,0.5028327
0,0.5107053
0,0.5187139
0,0.5139567
0,0.5064723
1,0.5159464
0,0.5152797
1,0.495644
0,0.49866802
1,0.51115686
0,0.51123065
0,0.5175723
1,0.5114291
0,0.5074611
0,0.5132818
0,0.5066255
0,0.51390165
0,0.49052683
0,0.518245
0,0.5019166
0,0.5019424
1,0.50674975
0,0.4917745
0,0.51242983
1,0.502425
1,0.5083107
0,0.505137
0,0.49211487
0,0.51140505
0,0.4983575
0,0.5042232
0,0.5157403
1,0.5096271
1,0.51996547
0,0.514602
0,0.5099427
0,0.51124597
1,0.5204409
0,0.517387
1,0.50713444
1,0.51493704
0,0.50060344
0,0.51257014
1,0.5020027
0,0.51227623
1,0.5009049
1,0.5152757
0,0.5025456
0,0.5201064
1,0.51078016
1,0.51378226
0,0.5038927
0,0.50343543
1,0.49992493
0,0.49395034
1,0.5032023
0,0.51689374
0,0.5041833
0,0.5112275
1,0.49144036
1,0.49519128
0,0.4968396
0,0.50015444
0,0.50402683
1,0.5072822
0,0.49523526
0,0.5025222
0,0.5041186
0,0.5163012
0,0.48948222
0,0.5016241
0,0.5015558
0,0.5010713
1,0.5089638
0,0.5173505
1,0.5134293
0,0.5142939
1,0.5020414
0,0.49433511
1,0.5054883
0,0.51537883
1,0.50113136
1,0.50843966
0,0.5089128
0,0.5159601
1,0.4999509
0,0.5102604
0,0.5081709
0,0.5147086
1,0.4968494
0,0.49885777
0,0.48530933
1,0.50848377
0,0.49759898
0,0.5148419
1,0.515377
0,0.51391107
0,0.51144284
1,0.5067937
0,0.51434034
0,0.51183945
0,0.51798314
0,0.5095493
1,0.5034954
0,0.50393826
0,0.5156208
1,0.5157245
1,0.49246898
0,0.5100647
0,0.5038145
0,0.50364965
1,0.49250257
0,0.513313
0,0.5155786
0,0.50121003
0,0.5070439
0,0.4991349
0,0.51139957
0,0.5015492
1,0.50613093
1,0.5093477
1,0.5073657
0,0.5023352
0,0.50506246
0,0.5056985
0,0.5157532
0,0.49293035
1,0.51010275
0,0.5069771
0,0.51689345
1,0.5128084
1,0.5104319
1,0.4903391
1,0.5088127
1,0.50899315
0,0.49215096
1,0.49642017
0,0.51344454
0,0.4993268
0,0.5111472
0,0.5006756
0,0.5150144
0,0.5038204
0,0.5060747
1,0.4971765
0,0.5149431
0,0.5139319
1,0.50886166
1,0.49629456
0,0.49725085
1,0.5147321
0,0.50419295
0,0.5052942
0,0.5011433
0,0.49376422
0,0.493757
1,0.50869864
0,0.51469475
1,0.5009424
0,0.50419253
1,0.51247424
0,0.51830035
0,0.51193297
0,0.5123414
0,0.5021441
0,0.5182789
1,0.5070468
0,0.51310253
1,0.5082734
0,0.5147657
1,0.49335247
0,0.5173535
1,0.518096
1,0.51114327
1,0.5001717
0,0.5131935
1,0.5083971
0,0.5131308
0,0.50723493
1,0.51526666
0,0.50191146
0,0.50654846
0,0.51378506
0,0.5007827
1,0.50305325
0,0.50533795
1,0.51503944
0,0.5167256
0,0.51056623
0,0.49796662
0,0.50045234
0,0.5084852
0,0.4897998
1,0.5111988
0,0.50478417
0,0.513802
1,0.50724834
0,0.5118598
0,0.49502864
0,0.5141967
0,0.5002571
0,0.5011445
0,0.50315344
1,0.51185113
0,0.5186055
0,0.49933314
1,0.5157159
1,0.51559436
1,0.50375926
0,0.4996671
0,0.50588936
0,0.51572037
1,0.50596696
0,0.49622026
1,0.49136242
0,0.5159497
0,0.49148226
0,0.4964255
0,0.49111417
0,0.49089286
1,0.5145505
0,0.51307005
0,0.51668406
1,0.4890513
0,0.49350765
1,0.5112601
1,0.5141827
0,0.4969701
0,0.5101124
0,0.50652283
1,0.5136162
0,0.501536
0,0.5120706
0,0.51612836
0,0.51501447
0,0.5123421
0,0.5132162
0,0.5102059
1,0.5094398
1,0.49616757
0,0.5127954
1,0.51668334
0,0.5093713
1,0.5095045
0,0.51014477
0,0.51101786
0,0.5114877
1,0.51946026
0,0.51358
0,0.5111261
1,0.5108438
1,0.5053364
0,0.49954274
1,0.4952826
1,0.51745206
0,0.50144845
0,0.5046613
0,0.5109621
0,0.50971925
0,0.5035726
1,0.5057025
1,0.5080844
0,0.51553726
0,0.5204298
0,0.50499547
1,0.49317408
0,0.49500224
0,0.4984462
1,0.5121693
0,0.510978
0,0.50331795
0,0.51001996
0,0.51388776
0,0.49875376
0,0.49768743
0,0.50136876
0,0.5158693
0,0.5160282
1,0.51407975
1,0.5031794
1,0.5093644
0,0.48783222
0,0.51104075
0,0.5061234
0,0.51230407
0,0.49658024
0,0.51196784
1,0.5201398
1,0.5029272
0,0.5154372
1,0.50504917
0,0.5168976
0,0.51357645
1,0.50620145
0,0.50168836
0,0.5144695
0,0.49567676
0,0.50031126
1,0.49280205
0,0.5002819
1,0.49771783
0,0.5066553
0,0.5002749
0,0.51255196
1,0.50946957
0,0.50416386
1,0.50006616
1,0.5070129
0,0.5038551
0,0.5071817
0,0.4911696
1,0.5115526
0,0.50953823
0,0.5142821
1,0.5132518
0,0.515377
0,0.51971775
0,0.50236267
1,0.50797135
0,0.51764077
0,0.5123267
1,0.5561635
0,0.5526826
1,0.5488303
0,0.5453568
1,0.5352098
0,0.5375855
0,0.5493188
0,0.5445901
0,0.5440856
1,0.5499743
1,0.5468891
0,0.5504012
1,0.5509411
0,0.5395578
0,0.54417753
1,0.5586537
1,0.5389185
0,0.5424237
0,0.54696715
0,0.5536934
0,0.5437498
0,0.54014796
0,0.5446949
0,0.5371114
0,0.5460402
1,0.53098965
0,0.54628956
0,0.54769754
1,0.5547481
1,0.55647147
0,0.5384964
0,0.54135627
1,0.5378156
0,0.55437
0,0.54839003
0,0.54814124
1,0.5494462
1,0.55376726
1,0.55566597
0,0.5474964
0,0.5500453
1,0.5412057
0,0.54896057
0,0.5455161
0,0.548424
0,0.5383795
0,0.5434113
0,0.54623353
0,0.5385264
0,0.5500771
1,0.5476455
1,0.55066913
0,0.5517869
0,0.5438792
0,0.54002595
0,0.5683485
0,0.5391801
1,0.54157853
1,0.55490494
1,0.5402532
0,0.54495406
0,0.5380181
1,0.5415275
0,0.54910135
0,0.548195
0,0.54301804
1,0.5427509
0,0.5440482
1,0.5578056
1,0.53674674
0,0.54764235
0,0.5468876
0,0.5555987
0,0.5555004
1,0.5510212
0,0.53870505
0,0.5475564
1,0.5510092
0,0.54405314
0,0.5474554
0,0.5472325
1,0.53458667
1,0.5558852
0,0.53946084
0,0.5561279
0,0.539986
0,0.54412955
0,0.5467878
0,0.5447923
0,0.554543
0,0.5470902
1,0.5358396
1,0.54403
0,0.5406406
0,0.5557705
0,0.5448034
0,0.54955184
0,0.54922193
0,0.5440591
0,0.5375523
1,0.5510511
0,0.5567925
0,0.5469272
1,0.545292
1,0.5217328
1,0.5497691
1,0.5546007
0,0.5510945
1,0.53880036
0,0.5503471
0,0.5498112
0,0.54513884
1,0.54728436
0,0.55883014
1,0.5592058
1,0.54929006
1,0.51879245
0,0.540991
0,0.54014444
1,0.54375476
1,0.5498132
0,0.5466189
0,0.54358953
1,0.5500119
0,0.54833794
0,0.54041547
0,0.5473888
1,0.55600005
1,0.55393314
1,0.5482545
0,0.5379015
0,0.5492862
0,0.5461019
1,0.560757
1,0.538394
0,0.5476699
1,0.5661476
1,0.5551469
0,0.5580145
0,0.55157447
0,0.54192185
0,0.55415934
0,0.54037756
0,0.5462355
0,0.557186
1,0.54869956
1,0.5602513
0,0.5478897
0,0.5436446
0,0.55657756
0,0.53779954
0,0.5516058
0,0.54096186
0,0.5497684
0,0.55000824
1,0.5473237
1,0.53723204
0,0.55432194
1,0.54860765
0,0.5513686
0,0.5376495
1,0.549268
0,0.5443672
0,0.5453839
0,0.5525031
0,0.55029774
0,0.54656774
1,0.55044824
1,0.5527684
0,0.5498183
1,0.5440625
0,0.543501
0,0.5443515
0,0.5354714
1,0.5524084
0,0.54418755
1,0.55228484
0,0.5440948
0,0.5471349
0,0.5473798
0,0.541229
1,0.54328257
0,0.5424291
0,0.5464475
0,0.5358654
0,0.5467653
0,0.5556848
0,0.55158895
0,0.53613615
0,0.5437118
0,0.5463333
1,0.5360335
0,0.54820436
0,0.5379679
0,0.5476106
1,0.5450324
0,0.5525635
1,0.53938276
1,0.5525341
0,0.5441182
0,0.55316013
1,0.5570091
0,0.53919744
0,0.5494484
0,0.5379792
1,0.55423003
0,0.5558945
1,0.5502481
0,0.54795384
1,0.55166346
0,0.5468089
0,0.54255134
0,0.5412422
1,0.54657525
0,0.5411762
1,0.5456951
0,0.5415934
0,0.53959894
1,0.5553193
1,0.54858917
1,0.55363524
0,0.54035693
1,0.55199885
0,0.5457529
0,0.5484687
1,0.5465179
1,0.55154973
1,0.54569966
1,0.5358655
0,0.54682446
0,0.54998046
1,0.54261446
0,0.54480183
0,0.5539818
0,0.55108213
0,0.5426523
0,0.5490341
0,0.5421133
1,0.54666775
0,0.54864097
0,0.5600003
1,0.551442
0,0.54690075
0,0.5451501
1,0.5529395
0,0.55654377
1,0.5510446
0,0.5372197
0,0.5534318
1,0.55142856
0,0.54442245
1,0.5482787
0,0.5467533
1,0.5386842
1,0.5497851
0,0.53876454
1,0.5515169
1,0.55116385
0,0.548207
0,0.5379566
0,0.5513648
1,0.5459787
0,0.5462979
0,0.5457289
0,0.5564762
0,0.54803485
1,0.5464379
0,0.5434405
1,0.55091983
0,0.54321647
0,0.560237
1,0.5427797
0,0.5486319
0,0.5453285
0,0.54436845
0,0.5473824
0,0.54609776
1,0.55428946
1,0.544455
0,0.55141485
0,0.5445272
0,0.54726225
0,0.547099
0,0.5509406
1,0.54160076
0,0.54082495
1,0.5519994
0,0.53819495
0,0.55397767
1,0.5489648
0,0.5518335
1,0.5538319
1,0.54274195
0,0.5455529
1,0.5437369
0,0.54906416
1,0.550756
0,0.55269694
1,0.5557215
0,0.5508253
1,0.54428166
1,0.54828614
0,0.5406069
1,0.5506228
0,0.5227731
0,0.55594957
1,0.5487311
1,0.54445934
0,0.5447663
0,0.5466929
1,0.54601777
0,0.54957217
1,0.5428244
0,0.55220807
1,0.55823237
1,0.55461013
0,0.53912807
0,0.5496575
1,0.5461897
0,0.54892176
0,0.5436503
0,0.54511863
1,0.5492868
0,0.55815464
0,0.5355065
0,0.53690815
1,0.5433958
0,0.5523603
0,0.55963486
0,0.5450062
1,0.5485778
0,0.5456079
0,0.54751825
0,0.5497933
0,0.55639464
1,0.5581088
0,0.5361882
1,0.5514417
0,0.5506272
0,0.5474638
0,0.54955393
0,0.5432611
0,0.54025745
0,0.5452215
0,0.54828155
0,0.53691304
0,0.54010046
0,0.54738396
0,0.54640245
1,0.5560679
1,0.54032654
1,0.5416178
1,0.54908085
1,0.5539679
0,0.5411142
0,0.54168355
0,0.53632766
0,0.5451228
1,0.54907084
1,0.54536015
0,0.54285616
1,0.54389775
0,0.5473143
0,0.54342294
0,0.53727853
0,0.5464067
0,0.5460797
1,0.5520438
0,0.5552642
1,0.5493315
0,0.54931635
0,0.5569131
1,0.5416502
1,0.5444697
1,0.5439862
0,0.54318273
0,0.5442761
1,0.5522789
0,0.54502815
1,0.55224687
0,0.54934436
0,0.5403759
1,0.5416446
0,0.543766
1,0.54885936
1,0.5471306
0,0.5468502
0,0.5532508
0,0.54909927
0,0.5431017
0,0.5425644
0,0.5434587
0,0.55465716
1,0.55931705
0,0.53949356
0,0.5550916
0,0.5517217
1,0.55928016
0,0.55800414
1,0.5431833
0,0.5429573
1,0.54812235
0,0.5560313
0,0.5611186
1,0.5400768
0,0.5453568
0,0.55998695
1,0.5568355
0,0.54138273
0,0.54509544
0,0.54653597
0,0.53698766
0,0.54643434
0,0.54575515
1,0.5418533
0,0.5447964
0,0.5411914
0,0.5377924
0,0.55428183
1,0.5460262
1,0.54226226
0,0.541715
1,0.5376106
0,0.549835
1,0.5498736
0,0.5400438
1,0.54743403
1,0.5425447
1,0.5451685
0,0.5518848
0,0.54432064
1,0.5466845
0,0.5490941
0,0.543826
0,0.54124904
0,0.5436035
1,0.54405075
0,0.55491066
0,0.55128706
0,0.5406042
0,0.5525224
0,0.5472321
0,0.5437401
1,0.54512364
0,0.5595571
0,0.5567234
0,0.5558222
1,0.5402594
0,0.5428674
0,0.54060733
0,0.5464752
0,0.5395722
1,0.55004007
1,0.5561446
1,0.55347174
0,0.5474635
0,0.5403639
0,0.5336592
0,0.5384792
0,0.5430144
1,0.55604434
0,0.5393039
0,0.5514421
0,0.54450345
0,0.55325574
0,0.5477671
0,0.5475317
1,0.54644364
1,0.5483642
1,0.546915
0,0.54499793
0,0.5479327
1,0.5472058
1,0.55342406
0,0.5491534
0,0.54905677
1,0.5510815
0,0.5482066
0,0.5553452
0,0.5514441
0,0.5449398
0,0.55214554
1,0.5473886
0,0.53665274
0,0.5523721
0,0.54712045
1,0.5474964
0,0.5501618
0,0.54964894
0,0.55148304
0,0.547274
0,0.5400045
0,0.55360705
1,0.5457489
0,0.54591507
0,0.54184204
0,0.54797155
0,0.54894143
0,0.54318464
1,0.53929424
1,0.5003162
0,0.49943665
1,0.50258327
1,0.5020332
0,0.4985647
0,0.5021335
0,0.49880958
1,0.50276643
1,0.49888667
0,0.50281364
0,0.4997544
0,0.5011644
0,0.5009495
0,0.5007215
0,0.5000905
0,0.50237244
0,0.49931252
1,0.5011181
0,0.50022656
0,0.5010649
0,0.50113875
0,0.49754563
1,0.49604794
1,0.50124526
0,0.50141966
1,0.49987927
0,0.5019483
1,0.50088876
0,0.5010289
0,0.49979025
1,0.5026294
1,0.50007004
0,0.50050986
0,0.49902055
1,0.50121015
0,0.50195414
1,0.501116
1,0.501766
0,0.49763584
0,0.49952424
0,0.5023994
0,0.50108063
0,0.5005912
0,0.50116414
0,0.50214356
1,0.50239944
0,0.499598
1,0.50005484
0,0.49923956
1,0.50179327
0,0.49937847
0,0.5007615
0,0.49923506
1,0.49939245
0,0.50189376
0,0.50025356
0,0.49929336
0,0.5005216
1,0.50324136
0,0.5006808
1,0.5015619
1,0.50380564
1,0.501881
0,0.4994938
0,0.4980312
0,0.50068754
0,0.50229585
1,0.4996395
1,0.50023454
0,0.5011758
0,0.49852833
0,0.5018116
1,0.49999228
0,0.5014915
1,0.5029487
0,0.5004978
0,0.5003026
0,0.5002423
0,0.5011596
0,0.49975276
0,0.5015009
0,0.49969015
1,0.5018355
0,0.5004323
0,0.5004548
0,0.49953845
0,0.50098354
1,0.50360686
1,0.50037014
0,0.49864423
1,0.49895188
0,0.50118154
0,0.5024529
0,0.49956596
1,0.5014208
0,0.503163
1,0.49931455
0,0.49982688
0,0.5014
0,0.5005446
0,0.50125057
0,0.5000083
0,0.49987614
0,0.49964315
0,0.5016672
0,0.500586
0,0.4999679
0,0.5002279
0,0.5002417
0,0.4988235
0,0.50015205
1,0.49892724
0,0.49926177
1,0.49845773
1,0.5022381
1,0.500486
0,0.502838
0,0.5024572
0,0.49897668
1,0.50268114
1,0.50108594
0,0.5002726
0,0.49967426
0,0.50237626
0,0.50032055
0,0.49909142
1,0.50061905
1,0.49932954
0,0.5023326
0,0.5007687
0,0.501591
0,0.5014211
0,0.49987024
0,0.49955964
0,0.5001237
0,0.5006453
0,0.5000957
0,0.49903962
0,0.5006351
0,0.5009054
0,0.50041336
0,0.49780935
1,0.5041107
0,0.49792397
0,0.5024726
0,0.5019751
1,0.4989118
0,0.50130475
0,0.501012
0,0.4981178
1,0.5022619
0,0.500904
0,0.5003556
0,0.49998948
1,0.49990317
0,0.5015031
0,0.49908826
0,0.4993158
0,0.5029506
1,0.49950653
0,0.5004327
0,0.50121653
0,0.50271946
0,0.5004931
0,0.50039935
1,0.50103754
0,0.50010735
0,0.50137675
1,0.499952
0,0.4997429
0,0.50337523
0,0.50153357
0,0.50014293
0,0.5002208
0,0.49958384
0,0.500543
0,0.500617
1,0.5035656
0,0.5010643
0,0.50053614
0,0.5003736
0,0.499607
0,0.502546
1,0.5010647
0,0.49950495
1,0.5004486
1,0.49859664
1,0.50021935
1,0.49992633
0,0.5026566
0,0.5002518
1,0.4998925
0,0.499236
0,0.5003726
0,0.5009297
1,0.49940953
0,0.4984433
0,0.5003812
0,0.50279075
0,0.5014626
0,0.49985763
1,0.5021329
1,0.4988224
0,0.50182176
1,0.4982453
0,0.4995353
1,0.50082284
1,0.5006223
1,0.5006002
0,0.5010562
0,0.5006311
1,0.501729
0,0.5017409
0,0.49869925
0,0.50198656
1,0.5010962
1,0.50150466
0,0.5013813
0,0.50161725
0,0.5013041
0,0.4994564
0,0.4997094
1,0.49889633
0,0.5005586
0,0.4987197
0,0.50283027
0,0.4994377
0,0.50008327
0,0.5012967
1,0.50018907
0,0.50243795
0,0.5004627
0,0.5013279
0,0.5006804
1,0.49930462
0,0.5025356
0,0.50078475
0,0.49881402
1,0.4996249
1,0.50117356
0,0.5001585
1,0.50157917
0,0.50066113
1,0.50295234
0,0.5007661
0,0.5007737
1,0.50165266
0,0.50110406
0,0.49968034
0,0.49871445
0,0.50078136
1,0.5011341
0,0.4982252
1,0.50301874
1,0.50057167
0,0.49992663
